Collection,Hadith Number,Narrated By,Hadith Text,Pillar
abudawud,27,’Umar said :,"The prohibition of wine came down when (the Quranic verse ) came down. It was  made from five thing namely, grapes, dates, honey, wheat ,barley. Wine is what infects (khamara) the mind. There are three things I wished that the prophet (ﷺ) would not leave us until he explained them fully to our satisfaction: (share of) grandfather, one who leaves  no  descendants or ascendants as hairs, and the details of usury.",Uncategorized
abudawud,28,‘Abd Allah b. ‘Umar reported the Prophet(ﷺ) as sayings:,"when one of you is invited for a wedding feast, he must attend it.",Uncategorized
abudawud,29,Narrated Usamah ibn Sharik:,"I came to the Prophet (ﷺ) and his Companions were sitting as if they had birds on their heads. I saluted and sat down. The desert Arabs then came from here and there. They asked: Messenger of Allah, should we make use of medical treatment? He replied: Make use of medical treatment, for Allah has not made a disease without appointing a remedy for it, with the exception of one disease, namely old age.",Uncategorized
abudawud,30,Narrated AbuHurayrah:,"The Prophet (ﷺ) said: If anyone resorts to a diviner and believes in what he says (according) to the version of Musa), or has intercourse with his wife (according to the agreed version) when she is menstruating, or has intercourse with his wife through her anus, he has nothing to do with what has been sent down to Muhammad (ﷺ) - according to the version of Musaddad.",Uncategorized
abudawud,31,Narrated 'Amr b. Shu'aib:,"on his father's authority, told that his grandfather reported the Prophet (ﷺ) said: A slave who has entered into an agreement to purchase his freedom is a slave as long as a dirham of the agreed price remains to be paid.",Uncategorized
abudawud,32,Narrated Jabir ibn Abdullah:,"The Prophet (ﷺ) read the Qur'anic verse, ""And take ye the Station of Abraham as a place of prayer.",Salat
abudawud,33,"Narrated Aisha, Ummul Mu'minin:",The Messenger of Allah (ﷺ) forbade to enter the hot baths. He then permitted men to enter them in lower garments.,Uncategorized
abudawud,34,Narrated AbuSa'id al-Khudri:,"When the Messenger of Allah (ﷺ) put on a new garment he mentioned it by name, turban or shirt, and would then say: O Allah, praise be to Thee! as Thou hast clothed me with it, I ask Thee for its good and the good of that for which it was made, and I seek refuge in Thee from its evil and the evil of that for which it was made.Abu Nadrah said: When any of the Companions of the Prophet (ﷺ) put on a new garment, he was told: May you wear it out and may Allah give you another in its place.",Uncategorized
abudawud,35,Narrated Abdullah ibn Mughaffal:,The Messenger of Allah (ﷺ) forbade combing the hair except every second day.,Uncategorized
abudawud,36,Narrated Anas bin Malik:,"The Messenger of Allah (ﷺ) wanted to write to some persian rulers. He was told that they would not read a letter without a seal in the form of a silver ring on which he engraved ""Muhammad the Messenger of Allah.""",Uncategorized
abudawud,37,Narrated Hudhaifa:,"The Messenger of Allah (ﷺ) stood among us (to give us an address) and he left out nothing that would happen up to the last hour without telling of it. Some remembered it and some forgot,  and these Companions of his have known it. When something of it which I have forgotten happens, I remembered it, just as a man remembers another's face when he is a away and recognizes him when he sees him.",Uncategorized
abudawud,38,Narrated Jabir ibn Samurah:,"The Prophet (ﷺ) said: The religion will continue to be established till there are twelve caliphs over you, and the whole community will agree on each of them. I then heard from the Prophet (ﷺ) some remarks which I could not understand. I asked my father: What is he saying: He said: all of them will belong to Quraysh.",Uncategorized
abudawud,39,Narrated Abu Hurayrah:,"The Prophet (ﷺ) said: Allah will raise for this community at the end of every hundred years the one who will renovate its religion for it.Abu Dawud said: 'Abd al-Rahman bin Shuriah al-Iskandarani has also transmitted this tradition, but he did not exceed Shrahil.",Uncategorized
abudawud,40,‘Ikrimah said:,"‘Ali burned some people who retreated from Islam. When Ibn ‘Abbas was informed of it, he said: If it had been I, I would not have burned them, for the Messenger of Allah (ﷺ) said: Do not inflict Allah’s punishment on anyone, but would have had killed them on account of the statement of the Messenger of Allah (ﷺ). The Apostle said: Kill those who change their religion. When ‘Ali was informed about it he said: How truly Ibn ‘Abbas said!",Uncategorized
abudawud,41,Narrated Abdullah Ibn Abbas:,"Qurayzah and Nadir (were two Jewish tribes). An-Nadir were nobler than Qurayzah. When a man of Qurayzah killed a man of an-Nadir, he would be killed. But if a man of an-Nadir killed a man of Qurayzah, a hundred wasq of dates would be paid as blood-money. When Prophethood was bestowed upon the Prophet (ﷺ), a man of an-Nadir killed a man of Qurayzah.They said: Give him to us, we shall kill him.  They replied: We have the Prophet (ﷺ) between you and us. So they came to him.Thereupon the following verse was revealed: ""If thou judge, judge in equity between them."" ""In equity"" means life for a life.The following verse was then revealed: ""Do they seek of a judgment of (the days) ignorance?""Abu Dawud said: Quraizah and al-Nadir were the descendants of Harun the Prophet (peace be upon him)",Uncategorized
abudawud,42,Narrated AbuHurayrah:,The Prophet (ﷺ) said: The Jews were split up into seventy-one or seventy-two sects; and the Christians were split up into seventy one or seventy-two sects; and my community will be split up into seventy-three sects.,Uncategorized
abudawud,43,Anas said:,"the Messenger of Allah (ﷺ) was one of the best of men in character. One day he sent me to do something, and I said: I swore by Allah that I would not go. But in my heart I felt that I should go to do what the Prophet of Allah (ﷺ) had commanded me; so I went out and came upon some boys who were playing in the street. All of a sudden the Messenger of Allah (ﷺ) who had come up behind caught me by the back of the neck, and when I looked at him he was laughing. He said: Go where I ordered you, little Anas. I replied: Yes, I am going, Apostle of Allah! Anas said: I swear by Allah, I served him for seven or nine years, and he never said to me about a thing which I had done: Why did you do such and such? Nor about a thing which I left: why did not do such and such?",Uncategorized
tirmidhi,1,Ibn `Umar narrated that:,"the Prophet said: ""Salat will not be accepted without purification, nor Charity from Ghulul.""

Hannad said in his narration, ""except with purification""

[Abu `Eisa said: This Hadith is the most correct thing on this topic, and the best. There are also narrations on this topic from Abu Al-Malih, from his father; and Abu Hurairah and Anas. And Abu Al-Malih bin Usamah's name is `Amir, and they also say it was Zaid bin Usamah bin `Umair Al-Hudhali.",Zakat
tirmidhi,2,Ibn Abbas narrated that :,"the Prophet said: ""Jibril (peace be upon him) led me (in Salat) twice at the House. So he prayed Zuhr the first time when the shadow was similar to (the length of) the strap a sandal. Then he prayed Asr when everything was similar (to the length of) its shadow. Then he prayed Maghrib when the sun had set and the fasting person breaks fast. Then he prayed Isha when the twilight had vanished. Then he prayed Fajr when Fajr (dawn) began, and when eating is prohibited for the fasting person. The second time he prayed Zuhr when the shadow of everything was similar to (the length of) it, at the time of Asr the day before. Then he prayed Asr when the shadow of everything was about twice as long as it. Then he prayed Maghrib at the same time as he did the first time. Then he prayed Isha, the later one, when a third of the night had gone. Then he prayed Subh when the land glowed. Then Jibril turned towards me and said: ""O Muhammad! These are the times of the Prophets before you, and the (best) time is what is between these two times.""",Sawm
tirmidhi,3,Kharijab bin Hudhafah narrated:,"""Allah's Messenger came out to us and he said: 'Indeed Allah has assisted you with a Salat that is better for you than red camels: Al-Witr which Allah made for you between the Isha prayer till Al-Fajr has begun.""",Salat
tirmidhi,4,Abu Hurairah narrated that:,"the Prophet said: ""The best day that the sun has risen upon is Friday. On it Adam was created, on it he entered Paradise, and on it, he was expelled from it. And the Hour will not be established except on Friday.""",Uncategorized
tirmidhi,5,Ali bin Abi Talib narrated:,"""It is from the SUnnah to leave for the Eid walking, and to eat something before leaving.""",Uncategorized
tirmidhi,6,Ibn Umar narrated:,"""I traveled with the Prophet, Abu Bakr, Umar, and Uthman; they would pray Zuhr and Asr as two Rak'ah and two Rak'ah, not praying before them nor after them."" And Ibn Umar said: ""If I was going to pray before it or after it then I would pray it complete.""",Uncategorized
tirmidhi,7,Abu Dharr narrated:,"""I came to the Messenger of Allah while he was sitting in the shade of the Ka'bah."" He said: ""He saw me approaching and he said: 'They are lost on the Day of Judgment! By the Lord of the Ka'bah!'"" He said: ""I said t myself: Woe is me! Perhaps something has been revealed about me!'"" He said: ""So I said: 'Who are they, and may my father and mother be ransomed for you.' So the Messenger of Allah said: 'They are those who have much, except for who says like this, and this, and this and motioned with his hand to his front, and t his right, and to his left.' Then he said: 'By the One in Whose Hand is my soul! No man will die, leaving a camel or a cow that he did not pay Zakat on, except that it will come on the Day of Judgment larger and fatter than it was, they will tread him under their hooves and butt him with their horns, all of them; such that when the last of them has had a turn, the first returns to him, until he is judged before the people.'""",Uncategorized
tirmidhi,8,Abu Hurairah narrated that :,"the Messenger of Allah said: ""On the first night of the month of Ramadan, the Shayatin are shackled, the jinns are restrained, the gates of the Fires are shut such that no gate among them would be opened. The gates of Paradise are opened such that no gate among them would be closed, and a caller calls: 'O seeker of the good; come near!' and 'O seeker of evil; stop! For there are those whom Allah frees from the Fire.' And that is every night.""",Sawm
tirmidhi,9,Sa'eed bin Abi Sa'eed Al Maqbury narrated:,"""Abu Shuraih Al-Adawi said tat when Amr bin Sa'eed was sending troops to Makkah he said to him: 'O Amr! Allow me to tell you what the Messenger of Allah said on the day following the Conquest of Makkah. My ears heard it, my heard understood it thoroughly, and with my own eyes, I saw the Prophet when he - after glorifying and praising Allah - said: ""Indeed Allah, the Most High, made Makkah a sanctuary, it was not made a sanctuary by the people. So it is not lawful for a man who believes in Allah and the Last Day to shed blood it, nor to cut down its trees. If anybody tries to use the Messenger of Allah to make an excuse for fighting in it, then say to him: 'Indeed Allah permitted His Messenger and He did not permit you.' Allah only allowed it for me for a few hours of one day, and today its sanctity has returned as it was before. So let the one who is present convey to the one who is absent."" Abu Shuraih was asked: ""What was Amr bin Sa'eeds reply to you?"" He said: ""I am more knowledgeable about that than you Abu Shuraih! The Haram does not give protection to a disobedient person, nor a person fleeing for murder, nor fleeing for (Kharbah) lawlessness.""",Uncategorized
tirmidhi,10,Aishah narrated that:,"The Messenger of Allah said: ""The believer is not afflicted by the prick of a thorn or what is worse (or greater) than that, except that by it Allah raises him in rank and removes sin from him.""",Uncategorized
tirmidhi,11,Abu Ayyub narrated that :,"The Messenger of Allah said: ""Four are from the Sunan of the Messengers: Al-Hayat, using Atar, the Siwak, and marriage.""",Uncategorized
tirmidhi,12,Ali (bin Abi Talib) narrated that The Messenger of Allah said:,"“Indeed Allah has made unlawful through suckling
whatever He made unlawful through lineage.”",Uncategorized
tirmidhi,13,Yunus bin Jubair said:,"""I asked Ibn Umar about a man who divorced his wife while she was menstruating. So he said: 'Don't you know Abdullah bin Umar?' Indeed he divorced his wife while she was menstruating, so Umar asked the Prophet about that, and he ordered him to take her back.'"" He said: ""I said: And that divorce is counted? He said: And that divorce is counted? He said: 'What else would you think if he was helpless and foolish?'""",Uncategorized
tirmidhi,14,An-Numan bin Bashir narrated that the Messenger of Allah (S) said:,"""The lawful is clear and the unlawful is clear, and between that are matters that are doubtful (not clear); many of the people do not know whether it is lawful or unlawful. So whoever leaves it to protect his religion and his honor, then he will be safe, and whoever falls into something from them, then he soon will have fallen into the unlawful. Just like if someone grazes (his animals) around a sanctuary, he would soon wind up in it. Indeed for every king is a sanctuary (pasture), and indeed Allah's sanctuary is what He made unlawful.""",Uncategorized
tirmidhi,15,'Abdullah bin Mawhab narrated that 'Uthman said to Ibn 'Umar:,"""Go and judge between the people."" So he said: ""Perhaps you can excuse me (from that) O Commander of the Believers!"" He said: ""Why do you have an aversion for that when your father judged?"" He said: ""I heard the Messenger of Allah saying: 'Whoever was a judge and judged with justice, it still would have been better for him to have turned away from it completely.' What do I want after that?'"" (Daif).",Uncategorized
tirmidhi,16,Narrated Ibn Mas'ud:,"""The Messenger of Allah (ﷺ) judged for the accidental blood-Money: Twenty Bint Makhad, twenty make Ibn Makhad, twenty Bint Labunm twenty Jadha'ah, and twenty Hiqqah.

(Another chain) with similar meaning.",Uncategorized
tirmidhi,17,Narrated 'Ali:,"That the Messenger of Allah (ﷺ) said: ""The pen has been lifted from three; for the sleeping person until he awakens, for the boy until he becomes a young man and for the mentally insane until he regains sanity.""",Uncategorized
tirmidhi,18,Narrated Abu Tha'labah Al-Khushani:,"""I said: 'O Messenger of Allah! We are a people who hunt.' He said: 'If you send your dog and you mentioned the Name of Allah upon it, and he catches something for you, then eat it.' I said: 'Even if he kills it?' He said: 'Even if he kills it.' I said: 'We are a people who shoot (at game).' He said: 'What you catch with your bow, then eat it.'"" He said: ""Then I said:'Indeed we are a people who travel. We come across Jews, Christians, and Zoroastrians, and we do not find vessels other than theirs.' He said: 'If you do not find other than them, then wash them with water, then eat and drink from it.'""",Uncategorized
tirmidhi,19,Narrated 'Aishah:,"That the Messenger of Allah (ﷺ) said: ""A human does no action from the actions on the day of Nahr more beloved to Allah then spilling blood (of sacrificial animals). On the Day of Judgement, it will appear with its horns, and hair, and hooves, and indeed the blood will be accepted by Allah from where it is received before it even falls upon earth, so let your heart delight in it.""",Uncategorized
tirmidhi,20,Narrated 'Aishah:,"That the Messenger of Allah (ﷺ) said: ""There is no vowing for disobedience, and its atonement is the atonement of an oath.""",Uncategorized
tirmidhi,21,Narrated Abu Al-Bakhtari:,"""An Army from the armies of the Muslims, whose commander was Salman Al-Farisi, besieged one of the Persian castles. They said: 'O Abu 'Abdullah! Should we charge them?' He said: 'Leave me to call them (to Islam) as I heard the Messenger of Allah (ﷺ) call them.' So Salman went to them and said: 'I am only a man from among you, a Persian, and you see that the Arabs obey me. If you become Muslims then you will have the likes of what we have, and from you will be required that which is required from us. If you refuse, and keep your religion, then we will leave you to it, and you will give us the Jizyah from your hands while you are submissive.' He said to them in Persian: 'And you are other than praiseworthy and if you refuse then we will equally resist you.' They said: 'We will not give you the Jizyah, we will fight you instead.' So they said: 'O Abu 'Abdullah! Should we charge them?' He said: 'No.'"" He said: ""So for three days he called them to the same (things), and then he said: 'Charge them.'"" He said: ""So we charged them, and we conquered the castle.""",Uncategorized
tirmidhi,22,Narrated Abu Hurairah:,"""It was said, 'O Messenger of Allah, what equals Jihad?' He said: 'Verily, you (people) are not capable of it.' So they repeated it to him two or three times, each time he said, 'You (people) are not capable of it.' Then he said the third time: 'The example of the Mujahid in the path of Allah is like the one who fasts and stands (in prayer) and does not slacken from Salat, nor fasting, until the Mujahid in the cause of Allah returns.'""There are narrations on this topic from Ash-Shifa', 'Abdullah bin Hubshi, Abu Musa', Abu Sa'eed, Umm Malik Al-Bahziyyah, and Anas.This Hadith is a Hasan Sahih. And it has been reported through more than one route from Abu Hurairah from the Prophet (ﷺ).",Salat
tirmidhi,23,Narrated Al-Bara' bin 'Azib:,"That the Messenger of Allah (ﷺ) said: ""Bring me a shoulder blade or tablet."" Then he wrote: Not equal are those of believers who sit. 'Amr bin Umm Maktum who was behind him said: ""Is there an exemption for me?"" So the following was revealed: Except those who are disabled.There are narrations on this topic from Ibn 'Abbas, Jabir and Zaid bin Thabit.This Hadith is Hasan Sahih and it is a Hadith that is Gharib from  the narration of Sulaiman At-Taimi from Abu Ishaq.And Shu'bah and Ath-Thawri reported this Hadith from Abu Ishaq.",Uncategorized
tirmidhi,24,Narrated Abu Musa Al-Ash'ari:,"That the Messenger of Allah (ﷺ) said: ""Wearing silk and gold has made unlawful for the males of my Ummah and lawful for its females.[Abu 'Eisa said:] There are narrations on this topic from 'Umar, 'Ali, 'Uqbah bin 'Amir, Anas, Umm Hani, Hudhaifah, 'Abdullah bin 'Amr, 'Imran bin Husain, 'Abdullah bin Az-Zubair, Jabir, Abu Raihanah, Ibn 'Umar, Al-Bara', and Wathilah bin Al-Asqa', and this Hadith is Hasan Sahih.",Uncategorized
tirmidhi,25,Narrated Yunus:,"From Qatadah, that Anas said: ""The Messenger of Allah (ﷺ) never ate on a table, nor on small plates, not did he eat thin bread."" He (Yunus) said: ""I asked Qatadah: 'So what did he eat on ?' He said: 'On these leather dining sheets.'""[Abu 'Eisa said:] This Hadith is Hasan Gharib. Muhammad bin Bash-har said: ""This Yunus is Yunus Al-Iskaf."" And 'Abdul-Warith bin Sa'eed reported similarly from Sa'eed bin Abi 'Arubah, from Qatadah, from Anas [From the Prophet (ﷺ)].",Uncategorized
tirmidhi,26,Narrated Ibn 'Umar:,"That the Messenger of Allah (ﷺ) said: ""Every intoxicant is Khamr, and every intoxicant is unlawful. Whoever drinks Khamr in this world, and dies continuing it, he will not drink it in the Hereafter.He said: There are narrations on this topic from Abu Hurairah, Abu Sa'eed, 'Abdullah bin 'Amr, 'Ubadah, Abu Malik Al-Ash'ari, and Ibn 'Abbas.[Abu 'Eisa said:] The Hadith of Ibn 'Umar is a Hasan Sahih Hadith. It has been reported through other routes from Nafi', from Ibn 'Umar, from the Prophet (ﷺ). Malik bin Anas reported it from Nafi' from Ibn 'Umar in Mawquf - not Marfu' form.",Uncategorized
tirmidhi,27,"Bahz bin Hakim narrated from his father, from his grandfather who said:","""I said: 'O Messenger of Allah! Who most deserves(my) reverence?' He said: 'Your mother.'"" He said: ""I said: 'Then who?' He said: 'Your mother.'""
He said: ""I said: 'Then who?' He said: 'Your mother.'""
He said: ""I said: 'Then who?' He said: 'Then your father, then the nearest relatives, then the nearest relatives.'""",Uncategorized
tirmidhi,28,Qatadah bin An-Nu'man narrated that the Messenger of Allah (s.a.w) said:,"""When Allah loves a slave, He prevents him from the world, just as one of you prevents his sick from water.""

Another chain reports a similar narration.",Uncategorized
tirmidhi,29,Abu Hurairah narrated that the Messenger of Allah(S.A.W) said:,"""Whoever leaves wealth then it is for his heirs, and whoever leaves poor dependents then it (the responsibility) is for me.""",Zakat
tirmidhi,30,"Amir bin Sa'd bin Abi Waqqas narrated from his father, who said:","""I was ill during the year of the Conquest (of Makkah) with an illness bringing me to the brink of death. So The Messenger of Allah (S.A.W) came to visit me, and I said: 'O Messenger of Allah (S.A.W)! Indeed I have a great deal of wealth and I do not have any heirs except my daughter, so should I will all of my wealth?' He said: 'No.' I said: 'Then two-thirds of my wealth?' He said: 'No.' I said: 'Then half?' He said: 'No.' I said: 'Then a third' He said: 'No.' A third and a third is too much. If you leave your heirs without need it is better than to leave them in poverty begging from the people. Indeed you do not do any spending (on your family) except that you are rewarded for it, even the morsel of food you raise to your wife's mouth.'"" He said: ""I said: 'Will I be left behind from my emigration?' He said: 'You will not be left behind after me,and do righteous deeds intending Allah's Face, except that it will add to your elevation in rank. Perhaps you will remain until some people benefit from you and others will be harmed by you. O Allah! Complete the emigration of my companions and do not turn them on their heels. But the case of Sa'd bin Khawlah is sad.'"" the Messenger of Allah (S.A.W) felt sorry for him dying in Makkah.",Uncategorized
tirmidhi,31,"Aishah narrated that she wanted to buy Barrirah but (her owners) stipulated that they should have her Wala', so the Prophet (s.a.w) said:","""The Wala' is for the one who gives the price, or for the one who grants the favor.""[Abu 'Eisa said:] There are narrations on this topic from Ibn 'Umar and Abu Hurairah.
This Hadith is Hasan Sahih, and this is acted upon according to the people of knowledge.",Uncategorized
tirmidhi,32,Abu Hurairah narrated:,"""The Messenger of Allah(s.a.w) came out to us while we were discussing about Al-Qadar. He became angry such that his face became red, as if a pomegranate  was bursting through his cheeks. He said: 'Is this what I ordered you to do?' - or: 'Is this what I have been sent to you with? The people before you were only ruined when they differed about this matter. I order you [I order you] to not debate about it.'"". (Daif))",Uncategorized
tirmidhi,33,"Abu Umamah bin Sahl bin Hunaif narrated that on the day of siege, 'Uthman bin 'Affan stood overlooking the people, and he said:","""I swear to you by Allah! You know that the Messenger of Allah (s.a.w) said:
'The blood of a Muslim man is not lawful, except for one of three (cases):Illegitimate sexual relations after Ihsan (having been married), or apostasy after Islam, or taking a life without right, for which he is killed.'	By Allah! I have never committed illegitimate sexual relations, not during Jahiliyyah nor during Islam, and I have not committed apostasy since I gave my pledge to the Messenger of Allah (s.a.w), and I have not taken a life that Allah had made unlawful. So for what do you fight me?""'",Uncategorized
tirmidhi,34,Abu Hurairah narrated that the Messenger of Allah (s.a.w) said:,"""When time draws near, the dreams of a believer will hardly ever  fail  to come true, and the most truthful of them in dreams will be the truest in speech among them. The dream of a Muslim is a portion among the forty-six portions of Prophet-hood. And dreams are of three types: The righteous dream which is good news from Allah, dreams in which the Shaithan frightens someone, and dreams about something that has happened to the man himself. So when one of you sees what he dislikes, then he should get up and spit, and not tell any of the people- he said:- and I like the fetters in a dream while I dislike the iron  collar."" And the interpretation of fetters is being firm in the religion"".",Uncategorized
tirmidhi,35,Zaid bin Khalid Al-Juhani narrated that the Messenger of Allah (s.a.w) said:,"""Shall l not inform you of the best of witnesses? The one who comes with his testimony before being asked for it.""",Shahada
tirmidhi,36,Ibn 'Abbas narrated that the Messenger of Allah (s.a.w) said:,"""Two favors that many of the people squander are health and free time.""",Uncategorized
tirmidhi,37,"'Adi bin Hatim narrated that
the Messenger of Allah SAW said:","""There is no man among you
except that his Lord shall converse
with him on the Day of Judgement,
there being no interpreter between
him and Him (Allah). Then he
looks to the south (his right) and
does not see anything except the
things he put forward (of good),
then he looks to the north (his left)
and he does not see anything
except the things he put forward
(of evil), then he turns to look
before him to find he is facing the
Fire.""The Messenger of Allah SAW, said:
""Whoever among you is able to
protect his face from [the heat of]
the Fire – even with a piece of a
date - then let him do so."" (Sahih)
[Abu 'Eisa said: This Hadith is
Hasan Sahih].Abu As-Sã'ib narrated to us: ""One
day, Waki' narrated this Hadith to
us from Al-'Amash. When Waki'
was finished with this Hadith, he
said: 'Whoever is present from the
inhabitants of Khurãsãn, then let
him seek the reward of spreading
this Hadith in Khurãsãn.""Abu 'Eisa said: The Jahmiyyah
rejected this. [Abu As-Sã'ib's name
is Salam bin Junadah bin Khãlid bin
Jäbir bin Samurah Al-Kufi]. This
Hadith is Hasan Sahih.",Uncategorized
tirmidhi,38,Abu Hurairah narrated that the Messenger of Allah (s.a.w) said:,"""Verily, in Paradise there is a tree, a rider will travel in it's shade for a hundred years.""Other chains report similar narrations.",Uncategorized
tirmidhi,39,'Abdullah bin Mas'ud narrated that the Messenger of Allah (s.a.w) said:,"""Hell will be brought forth on that Day (of Resurrection) having seventy thousand  bridles, and with every handle will be seventy thousand  angels dragging it'"".Other chains report similar narrations.",Uncategorized
tirmidhi,40,Narrated Abu Hurairah:,"narrated that the Messenger of Allah (ﷺ) said: ""I have been ordered to fight the people until they say La Ilaha Illallah"", and if they say that, then their blood and wealth will be protected from me, except what it makes obligatory upon them, and their reckoning is up to Allah.""",Uncategorized
tirmidhi,41,Narrated Ibn 'Abbas:,"that the Messenger of Allah (ﷺ) said: ""For whomever Allah wants good, he gives him understanding in the religion.",Uncategorized
tirmidhi,42,Narrated Abu Hurairah:,"that the Messenger of Allah (ﷺ) said: ""By the One in Whose Hand is my soul! You will not enter Paradise until you believe, and you will not believe until you love one another. Shall I inform you about a matter which if you do it, then you will love one another? Spread the Salam among each other.""",Uncategorized
tirmidhi,43,Narrated 'Ali:,"that the Messenger of Allah (ﷺ) said: ""There are six courtesies due from a Muslim to another Muslim: To give Salam to him when he meets him, to accept his invitation when he invites him, to reply to him when he sneezes, to visit him when he is ill, to follow his funeral when he dies, and to love for him what he loves for himself.""",Uncategorized
tirmidhi,44,Narrated An-Nawwas bin Sam'an Al-Kilabi:,"that the Messenger of Allah (ﷺ) said: ""Indeed Allah has made a parable of the straight path: At the sides of the path there are walls with open doors, each door having a curtain. There is a caller at the head of the path calling, and a caller above it calling. And Allah invites to the abode of peace and guides whomever He wills to the straight path. The doors which are on the sides of the path are the Hudud (legal limitations) of Allah; no one breaches the Hudud of Allah except that curtain is lifted, and the one calling from above it is his Lord.""",Uncategorized
tirmidhi,45,Narrated Abu Hurairah:,"that the Messenger of Allah (ﷺ) came out to Ubayy bin Ka'b, and the Messenger of Allah (ﷺ) said: ""O Ubayy!"" And he was performing Salat, so Ubayy turned around but he did not respond to him, so Ubayy finished his Salat quickly. Then he turned to the Messenger of Allah (ﷺ) and said: 'As-Salamu 'Alaikum, O Messenger of Allah!' The Messenger of Allah (ﷺ) said: 'Wa 'Alaikum As-Salam - what prevented you from responding to me when I called you Ubayy?' He said: 'O Messenger of Allah! I was performing Salat.' So he said: 'Do you not find among what Allah revealed to me: Respond to Allah and to the Messenger when they call you to what gives you life?' He said: 'Of course, I shall not repeat that, if Allah wills.' He said: 'Would you like for me to teach you a Surah the likes of which has neither been revealed in the Tawrah, nor the Injil, nor the Zabur, nor in the entire Qur'an?' He said: ""Yes, O Messenger of Allah!' The Messenger of Allah (ﷺ) said: 'What do you recite in your Salat?' He said: 'I recite Umm Al-Qur'an.' So the Messenger of Allah (ﷺ) said: 'By the One in Whose Hand is my soul! The like of it has neither been revealed in the Tawrah, nor the Injil nor the Zabur, nor in the Furqan. It is the seven oft-repeated, and the Magnificent Qur'an which I was given.'""",Uncategorized
tirmidhi,46,Narrated Ibn Abi Mulaikah:,"that Umm Salamah said: ""The Messenger of Allah (ﷺ) would separate recitation reciting: 'Al-Hamdulillahi Rabbil-'Alamin' then he would stop. 'Ar-Rahmanir-Rahim' then he would stop. And he would recite it: 'Maliki Yawmid-Din.'""",Uncategorized
tirmidhi,47,Narrated Ibn 'Abbas:,"that the Messenger of Allah (ﷺ) said: ""Whoever says (something) about the Qur'an without knowledge, then let him take his seat in the Fire.""",Uncategorized
tirmidhi,48,Abu Hurairah narrated that:,The Prophet said: “There is nothing more honorable with Allah [Most High] than supplication.”,Uncategorized
tirmidhi,49,Narrated Wathilah bin Al-Asqa':,"that the Messenger of Allah (ﷺ) said: ""Indeed Allah has chosen Isma'il from the children of Ibrahim, and He chose Banu Kinanah from the children of Isma'il, and He chose the Quraish from Banu Kinanah, and He chose Banu Hashim from Quraish, and He chose me from Banu Hashim.""",Uncategorized
ibnmajah,1,It was narrated that Safinah said:,"""The Messenger of Allah used to perform ablution with a Mudd (of water) and bath with a Sa'.""",Uncategorized
ibnmajah,2,It was narrated from Sulaiman bin Buraidah that his father said:,"""A man came to the Prophet and asked him about the times of the prayer. He said: 'Pray with us for two days.' When the sun passed its zenith he commanded Bilal to call the Adhan, then he commanded him to give the Iqamah for Zuhr; then he commanded him to give the Iqamah for 'Asr when the sun was high and clearly white. Then he commanded him to give the Iqamah for Maghrib when the sun had set; then he commanded him to give the Iqamah for 'Isha' when the red afterglow had disappeared; then he commanded him to give the Iqamah for Fajr when dawn came. On the following day he commanded him to give the Adhan for Zuhr when the extreme heat had passed and it had cooled down; then he prayed 'Asr when the sun was still high, but he delayed it more than he had done the day before; then he prayed Maghrib before the red afterglow disappeared; he prayed 'Isha' when one-third of the night had passed; and he prayed Fajr at the time when it was already light. Then he said: 'Where is the one who was asking about the times of Prayer?' The man said: 'Here I am, O Messenger of Allah.' He said: 'The times of your prayer are between the times you have seen.'""",Salat
