chapter,chain_indx,text_ar,text_en
Belief - كتاب الإيمان,"30254, 20367, 11325, 11901, 41","حدثنا سعيد بن يحيى بن سعيد القرشي، قال حدثنا أبي قال، حدثنا أبو بردة بن عبد الله بن أبي بردة، عن أبي بردة، عن أبي موسى  رضى الله عنه  قال قالوا يا رسول الله أى الإسلام أفضل قال ‏""‏ من سلم المسلمون من لسانه ويده ‏""‏‏.‏","      Narrated Abu Musa:                          Some people asked Allah's Apostle, ""Whose Islam is the best? i.e. (Who     is a very good Muslim)?"" He replied, ""One who avoids harming the      Muslims with his tongue and hands."""
Belief - كتاب الإيمان,"30237, 20023, 20472, 11410, 29","حدثنا عمرو بن خالد، قال حدثنا الليث، عن يزيد، عن أبي الخير، عن عبد الله بن عمرو  رضى الله عنهما  أن رجلا، سأل النبي صلى الله عليه وسلم أى الإسلام خير قال ‏""‏ تطعم الطعام، وتقرأ السلام على من عرفت ومن لم تعرف ‏""‏‏.‏","      Narrated 'Abdullah bin 'Amr:                          A man asked the Prophet , ""What sort of deeds or (what qualities of)      Islam are good?"" The Prophet replied, 'To feed (the poor) and greet      those whom you know and those whom you do not Know (See      Hadith No. 27)."
Belief - كتاب الإيمان,"30175, 20031, 20020, 11019, 19","حدثنا مسدد، قال حدثنا يحيى، عن شعبة، عن قتادة، عن أنس  رضى الله عنه  عن النبي صلى الله عليه وسلم‏.‏وعن حسين المعلم، قال حدثنا قتادة، عن أنس، عن النبي صلى الله عليه وسلم قال ‏""‏ لا يؤمن أحدكم حتى يحب لأخيه ما يحب لنفسه ‏""‏‏.‏","      Narrated Anas:                          The Prophet said, ""None of you will have faith till he wishes for his      (Muslim) brother what he likes for himself."""
Belief - كتاب الإيمان,"30330, 20428, 11061, 11197, 13","حدثنا أبو اليمان، قال أخبرنا شعيب، قال حدثنا أبو الزناد، عن الأعرج، عن أبي هريرة  رضى الله عنه  أن رسول الله صلى الله عليه وسلم قال ‏""‏ فوالذي نفسي بيده لا يؤمن أحدكم حتى أكون أحب إليه من والده وولده ‏""‏‏.‏","      Narrated Abu Huraira:                          ""Allah's Apostle said, ""By Him in Whose Hands my life is, none of you      will have faith till he loves me more than his father and his      children."""
Belief - كتاب الإيمان,"20184, 20208, 11295, 19","حدثنا يعقوب بن إبراهيم، قال حدثنا ابن علية، عن عبد العزيز بن صهيب، عن أنس، عن النبي صلى الله عليه وسلم ح وحدثنا آدم، قال حدثنا شعبة، عن قتادة، عن أنس، قال قال النبي صلى الله عليه وسلم ‏""‏ لا يؤمن أحدكم حتى أكون أحب إليه من والده وولده والناس أجمعين ‏""‏‏.‏","      Narrated Anas:                          The Prophet said ""None of you will have faith till he loves me more      than his father, his children and all mankind."""
Belief - كتاب الإيمان,"30170, 20259, 11015, 11047, 19","حدثنا محمد بن المثنى، قال حدثنا عبد الوهاب الثقفي، قال حدثنا أيوب، عن أبي قلابة، عن أنس، عن النبي صلى الله عليه وسلم قال ‏""‏ ثلاث من كن فيه وجد حلاوة الإيمان أن يكون الله ورسوله أحب إليه مما سواهما، وأن يحب المرء لا يحبه إلا لله، وأن يكره أن يعود في الكفر كما يكره أن يقذف في النار ‏""‏‏.‏","      Narrated Anas:                          The Prophet said, ""Whoever possesses the following three qualities      will have the sweetness (delight) of faith:     1. The one to whom Allah and His Apostle becomes dearer than anything      else.     2. Who loves a person and he loves him only for Allah's sake.     3. Who hates to revert to Atheism (disbelief) as he hates to be thrown     into the fire."""
Belief - كتاب الإيمان,"20296, 20020, 11185, 19","حدثنا أبو الوليد، قال حدثنا شعبة، قال أخبرني عبد الله بن عبد الله بن جبر، قال سمعت أنسا، عن النبي صلى الله عليه وسلم قال ‏""‏ آية الإيمان حب الأنصار، وآية النفاق بغض الأنصار ‏""‏‏.‏","      Narrated Anas:                          The Prophet said, ""Love for the Ansar is a sign of faith and hatred      for the Ansar is a sign of hypocrisy."""
Belief - كتاب الإيمان,"30330, 20428, 11013, 11027, 40","حدثنا أبو اليمان، قال أخبرنا شعيب، عن الزهري، قال أخبرني أبو إدريس، عائذ الله بن عبد الله أن عبادة بن الصامت  رضى الله عنه  وكان شهد بدرا، وهو أحد النقباء ليلة العقبة  أن رسول الله صلى الله عليه وسلم قال وحوله عصابة من أصحابه ‏""‏ بايعوني على أن لا تشركوا بالله شيئا، ولا تسرقوا، ولا تزنوا، ولا تقتلوا أولادكم، ولا تأتوا ببهتان تفترونه بين أيديكم وأرجلكم، ولا تعصوا في معروف، فمن وفى منكم فأجره على الله، ومن أصاب من ذلك شيئا فعوقب في الدنيا فهو كفارة له، ومن أصاب من ذلك شيئا ثم ستره الله، فهو إلى الله إن شاء عفا عنه، وإن شاء عاقبه ‏""‏‏.‏ فبايعناه على ذلك‏.‏","      Narrated 'Ubada bin As-Samit:                          who took part in the battle of Badr and was a Naqib (a person heading      a group of six persons), on the night of Al-'Aqaba pledge: Allah's      Apostle said while a group of his companions were around him, ""Swear      allegiance to me for:     1. Not to join anything in worship along with Allah.     2. Not to steal.     3. Not to commit illegal sexual intercourse.     4. Not to kill your children.     5. Not to accuse an innocent person (to spread such an accusation      among people).     6. Not to be disobedient (when ordered) to do good deed.""     The Prophet added: ""Whoever among you fulfills his pledge will be      rewarded by Allah. And whoever indulges in any one of them (except the     ascription of partners to Allah) and gets the punishment in this      world, that punishment will be an expiation for that sin. And if one      indulges in any of them, and Allah conceals his sin, it is up to Him      to forgive or punish him (in the Hereafter)."" 'Ubada bin As-Samit      added: ""So we swore allegiance for these."" (points to Allah's      Apostle)"
Belief - كتاب الإيمان,"20164, 20001, 11518, 11514, 38","حدثنا عبد الله بن مسلمة، عن مالك، عن عبد الرحمن بن عبد الله بن عبد الرحمن بن أبي صعصعة، عن أبيه، عن أبي سعيد الخدري، أنه قال قال رسول الله صلى الله عليه وسلم ‏""‏ يوشك أن يكون خير مال المسلم غنم يتبع بها شعف الجبال ومواقع القطر، يفر بدينه من الفتن ‏""‏‏.‏","      Narrated Abu Said Al-Khudri:                          Allah's Apostle said, ""A time will come that the best property of a      Muslim will be sheep which he will take on the top of mountains and      the places of rainfall (valleys) so as to flee with his religion from      afflictions."""
Belief - كتاب الإيمان,"30376, 20337, 11065, 10511, 53","حدثنا محمد بن سلام، قال أخبرنا عبدة، عن هشام، عن أبيه، عن عائشة، قالت كان رسول الله صلى الله عليه وسلم إذا أمرهم أمرهم من الأعمال بما يطيقون قالوا إنا لسنا كهيئتك يا رسول الله، إن الله قد غفر لك ما تقدم من ذنبك وما تأخر‏.‏ فيغضب حتى يعرف الغضب في وجهه ثم يقول ‏""‏ إن أتقاكم وأعلمكم بالله أنا ‏""‏‏.‏","      Narrated 'Aisha:                          Whenever Allah's Apostle ordered the Muslims to do something, he used      to order them deeds which were easy for them to do, (according to      their strength endurance). They said, ""O Allah's Apostle! We are not      like you. Allah  has forgiven your past and future sins."" So Allah's      Apostle became angry and it was apparent on his face. He said, ""I am      the most Allah fearing, and know Allah better than all of you do."""
Belief - كتاب الإيمان,"20193, 20020, 11019, 19","حدثنا سليمان بن حرب، قال حدثنا شعبة، عن قتادة، عن أنس  رضى الله عنه  عن النبي صلى الله عليه وسلم قال ‏""‏ ثلاث من كن فيه وجد حلاوة الإيمان من كان الله ورسوله أحب إليه مما سواهما، ومن أحب عبدا لا يحبه إلا لله، ومن يكره أن يعود في الكفر بعد إذ أنقذه الله، كما يكره أن يلقى في النار ‏""‏‏.‏","      Narrated Anas:                          The Prophet said, ""Whoever possesses the following three qualities      will taste the sweetness of faith:     1. The one to whom Allah and His Apostle become dearer than anything      else.     2. Who loves a person and he loves him only for Allah's sake.     3. Who hates to revert to disbelief (Atheism) after Allah has brought      (saved) him out from it, as he hates to be thrown in fire."""
Belief - كتاب الإيمان,"30103, 20001, 11210, 11232, 38","حدثنا إسماعيل، قال حدثني مالك، عن عمرو بن يحيى المازني، عن أبيه، عن أبي سعيد الخدري، رضى الله عنه  عن النبي صلى الله عليه وسلم قال ‏""‏ يدخل أهل الجنة الجنة، وأهل النار النار، ثم يقول الله تعالى أخرجوا من كان في قلبه مثقال حبة من خردل من إيمان‏.‏ فيخرجون منها قد اسودوا فيلقون في نهر الحيا  أو الحياة، شك مالك  فينبتون كما تنبت الحبة في جانب السيل، ألم تر أنها تخرج صفراء ملتوية ‏""‏‏.‏ قال وهيب حدثنا عمرو ‏""‏ الحياة ‏""‏‏.‏ وقال ‏""‏ خردل من خير ‏""‏‏.‏","      Narrated Abu Said Al-Khudri:                          The Prophet said, ""When the people of Paradise will enter Paradise and     the people of Hell will go to Hell, Allah will order those who have      had faith equal to the weight of a grain of mustard seed to be taken      out from Hell. So they will be taken out but (by then) they will be      blackened (charred). Then they will be put in the river of Haya'      (rain) or Hayat (life) (the Narrator is in doubt as to which is the      right term), and they will revive like a grain that grows near the      bank of a flood channel. Don't you see that it comes out yellow and      twisted"""
